IdStart	IdEnd	Length
437	2053	38.6851602
438	1649	21.38729015
438	2153	5.798475218
439	2233	305.435574
440	1587	15.65283565
441	1644	4.549660344
442	444	1.742240223
443	247	23.20158111
444	443	0.136413739
445	1421	213.9596766
446	176	2.748533882
447	570	23.15865394
448	2076	49.12454181
449	397	78.35127486
449	449	14.23046675
449	1750	28.03835831
449	2076	14.47925061
450	450	129.2938504
451	461	9.889042633
452	451	13.43577483
453	1409	46.05223996
454	1619	1.237522595
455	445	27.16595111
455	455	11.3072564
455	456	53.14670021
455	458	135.3029709
456	458	104.368139
457	1433	89.6149376
458	453	113.8503062
458	455	149.5781119
458	458	10.54240463
458	1431	25.10222915
459	455	92.77712216
460	1431	7.259018566
461	460	9.554433427
462	2083	0.580817432
463	463	64.18723529
463	2272	1835.427443
464	336	54.61698426
465	2086	74.57327882
466	1856	0.671433956
467	281	1482.259128
467	467	1019.294146
467	2244	82.17844488
468	2110	28.64080424
469	470	0.413016711
470	250	6.435433781
471	1623	5.417746219
472	585	73.47601344
473	472	6.62109685
474	474	1048.815808
474	2129	2066.247027
475	520	406.3116871
476	502	58.47646982
477	1103	27.19040511
478	1112	61.06487246
479	501	182.9615632
480	485	7893.470791
481	482	452.9715637
481	2127	954.3253477
482	481	452.9715637
482	482	184.8870639
482	1585	3483.278641
483	483	128.7678314
483	2133	3174.535894
484	2139	221.7383645
485	484	177.8159846
485	485	2054.176344
486	486	292.1487776
486	493	100.4487569
487	488	87.47952172
488	488	264.2824836
488	590	815.3057791
489	496	478.491334
489	518	4747.864424
490	490	417.9400566
490	2136	2262.030922
491	1285	47.77054571
492	491	148.7019106
493	2128	2006.047053
494	494	233.6845083
494	525	599.1606134
494	1122	283.9335715
495	495	494.1135169
495	496	2261.095562
495	1584	786.8189668
496	489	478.491334
496	495	1278.272269
497	497	24.77671605
497	2199	318.5991868
498	1107	33.66400313
499	1468	1422.966238
500	497	1272.431287
500	500	12.32008694
500	534	398.9880676
501	1605	807.4982281
502	172	18.17703078
503	523	902.0705652
503	2149	241.1396239
504	483	219.1759454
504	504	123.7860685
504	589	102.4062642
504	2134	386.6172024
505	505	79.64186491
505	510	160.9884904
505	1121	1183.061522
506	206	341.0805465
506	506	467.7650845
507	208	89.4374657
508	2560	2273.687462
510	505	160.9884904
510	510	147.7706737
510	1122	394.2209785
511	2188	11.77876598
512	512	185.7801306
512	527	641.0797622
513	512	533.5044437
514	513	105.6732193
515	515	296.445104
515	516	609.2935332
515	517	2021.488162
516	515	67.52505347
516	516	105.9590862
516	2545	4252.551632
517	515	2021.488162
517	517	502.3162053
518	489	4747.864424
518	1124	390.4011465
519	1760	14.211056
520	520	90.87514945
520	1101	216.1495818
521	1108	18.89049044
522	523	353.4057764
522	525	1840.742833
523	503	902.0705652
523	522	353.4057764
524	524	641.3157311
524	2336	2577.041643
525	494	365.4761051
525	522	1840.742833
526	514	3967.971083
526	526	138.137286
527	517	3546.821697
527	527	1434.594521
528	528	284.1106318
528	2185	1091.63627
529	1666	3.128932346
530	2523	4.327524018
531	2313	104.7456274
532	532	338.6631849
533	532	351.7934452
533	533	82.89100107
534	500	878.1963804
534	534	487.6953354
534	2267	1020.219983
535	535	1775.243353
535	539	497.8002147
536	508	563.7497498
536	536	384.4776979
536	538	2057.091999
537	533	188.2125639
538	537	148.1209634
539	544	2066.395447
540	479	52.09756432
541	475	100.8621309
542	224	8.158587483
543	543	514.1991757
543	2199	3856.14767
544	544	105.6331695
544	583	938.4612296
545	1653	87.29827549
546	1833	0.132095309
547	1177	36.56983488
548	2250	17.26478477
549	2316	294.7710359
550	1349	576.7624061
551	551	474.3652118
552	552	19.66644226
552	2253	1918.919425
553	554	22.37738794
554	2311	12.56763647
555	2306	191.9302765
556	2234	215.8147972
557	549	65.98688424
557	557	93.6045664
558	1046	0.813751137
559	1241	128.5904083
560	2257	75.06536209
561	609	286.9227274
561	1242	276.3865241
562	1423	125.364256
563	543	1033.685128
564	2319	2.525029093
565	565	11.72475404
565	1698	33.64496444
566	2382	68.61571571
567	429	63.34849823
568	1283	25.22320496
569	180	141.3056678
569	569	1.441537812
570	2064	137.78861
571	310	0.170484955
572	572	208.6456113
572	2252	1261.906948
573	60	3.212190323
574	21	3.317512917
575	2470	0.255229939
576	2424	72.00639306
577	2477	34.76106892
578	1969	14.5821417
579	2448	25.928474
580	638	4.536530866
581	822	11.73414659
582	336	271.0658835
582	582	289.1252472
582	2364	136.6432879
583	2510	1270.86996
584	2371	1145.789936
585	33	446.1918254
586	473	119.8083716
587	33	262.7310229
587	587	39.60461529
588	430	5.645276499
589	504	102.4062642
589	589	485.8565807
589	1309	7128.362923
590	2547	48.54381978
591	591	925.2538214
591	593	107.2912657
591	1134	2602.00938
592	1181	397.1064558
593	591	173.264362
593	593	926.7096777
593	700	190.05275
594	184	797.7474295
594	594	684.5373173
595	595	49.60428795
596	607	146.5041079
597	608	612.0951559
598	597	9.452946559
599	596	297.4585482
599	599	49.39837164
600	601	947.3191117
601	602	263.3108627
602	599	2070.557745
602	602	574.1864519
603	600	501.1034797
603	603	39.52023091
603	1194	152.6209766
604	605	548.544104
605	605	414.4541414
605	1193	1018.520174
605	1194	1603.56061
606	606	39.00760068
606	1265	72.61012853
607	1222	401.7012273
608	595	632.1184672
609	1242	11.68554528
610	2529	277.9782977
611	2460	0.467030025
612	302	0.991364652
615	2065	28.38122266
619	2242	25.68625872
620	14	57.35415794
620	67	71.96036388
620	620	36.29457869
622	615	12.8745114
623	631	386.9532819
624	38	4.845314681
625	65	54.33333654
626	161	1.874942143
627	338	18.88902785
628	588	10.28020715
629	7	38.66442812
629	18	45.09056496
629	629	16.28969483
630	471	20.39915488
631	631	159.2328492
631	1324	396.7608236
631	2363	228.7136423
633	1026	121.0644953
634	645	3.923589398
635	771	1.290317612
636	1764	22.64463978
637	633	9.212448712
638	647	0.566107591
639	1214	24.67458669
640	643	1.535897182
641	1347	4.498789758
642	1085	2.311641281
643	649	1.941151438
644	1163	2.918824601
645	636	0.685905798
646	2449	4.921976827
647	1368	6.156893983
649	678	10.03982909
650	1550	5.427263153
651	1547	0.452616736
652	950	7.366259464
653	651	0.458302073
654	159	2.169881586
655	2391	6.50771183
656	1418	0.639547054
657	988	0.457875683
658	659	8.89782352
659	1765	4.763558365
660	2496	13.54891873
661	968	1.46912717
662	2108	5.540163298
663	612	2.539008932
664	661	14.10937145
665	1	6.568550689
666	156	2.464608654
667	2324	3.593025748
668	214	113.5275102
668	928	29.22829228
669	667	2.203501116
670	2437	3.697349299
671	2212	1.466981014
672	1328	4.831793629
673	681	4.058862944
674	2436	6.708344239
675	2440	4.604951163
676	675	1.177490951
677	1219	20.45004831
678	680	8.329541044
679	639	7.385685941
680	763	11.30284087
681	2431	8.11794167
682	580	1.802408615
683	2491	13.11188997
684	691	5.796729714
685	68	0.934078509
686	2323	7.197392319
687	690	0.040036856
688	695	0.923291703
689	2420	10.05725386
690	688	1.288897527
691	755	13.62049465
692	2168	1.67245454
693	689	4.095189422
694	696	20.11232628
695	686	0.893419087
696	1301	1.99309022
697	694	13.69998505
698	101	18.61031311
698	698	19.52027972
698	1865	36.56585082
699	419	81.70108682
700	700	62.68317392
700	1179	74.13384249
701	1835	22.06097264
702	805	14.1985659
703	2265	31.83496776
704	105	3.230368584
705	1773	40.80439324
706	438	21.53609548
706	706	4.896483373
707	1919	4.93063258
708	714	24.55874292
709	1396	48.77616421
710	711	4.721671418
711	2017	31.14996752
712	745	1.453473104
713	2358	3.041996384
714	716	23.47957044
715	748	22.29546611
716	1983	2.400487711
717	2176	1.26339527
718	2025	10.2399912
719	2158	32.17519957
720	1948	11.66402409
721	2008	19.99602066
722	806	3.384633037
723	722	2.147010418
724	862	20.28460767
725	751	31.05627295
726	2094	46.58279164
727	860	12.50774433
728	1475	1.907697368
729	1476	21.67782448
730	731	13.40636761
731	729	76.22688959
732	1166	33.3288205
733	728	6.667179358
734	2002	1.665096149
735	28	12.13447718
736	1282	110.3068512
737	930	2.659258912
738	739	17.82422182
739	1956	5.139053586
740	713	5.320308636
741	1071	2.096774053
742	1074	11.8101242
743	1958	7.342475717
744	1329	3.015740519
745	1949	2.793597373
746	1526	2.690801556
746	2355	6.209132549
747	2032	17.36898701
748	709	21.79894834
749	725	18.16369666
750	418	15.09940633
751	2016	41.47351409
752	1953	105.6904463
753	646	17.78881638
754	692	5.891114442
755	2419	11.78959834
756	1196	4.273274884
757	1087	17.83639565
758	1083	44.92041158
759	1073	0.50739823
760	2343	4.191677801
761	2416	98.40508346
762	2410	92.93381113
763	2442	14.20088352
764	2010	24.15413533
765	2345	6.752395173
766	766	12.71472233
766	1976	19.55903818
767	2015	23.60071277
769	573	1.883559105
770	762	16.47517621
771	2444	3.811421178
772	1200	4.149366982
773	1164	14.89895312
774	2248	35.03224281
775	1195	5.237833763
776	2350	36.03516472
777	1520	18.64516088
778	2177	8.434553346
779	780	19.47912719
780	781	30.06294203
781	800	0.118818169
782	2543	0.745801162
783	796	14.74732918
783	1292	2.88585865
784	2171	10.1325318
785	1528	10.96165971
786	1400	45.23233114
787	776	13.94601556
788	788	3.398414923
788	2062	16.03622205
789	789	3.700846982
789	2301	34.36620815
790	1525	10.59317796
790	2355	4.180414407
791	793	4.800114028
791	2377	12.02496512
792	1331	66.0541775
793	791	4.800114028
793	2379	10.33612862
794	1293	31.27191272
795	389	0.924872226
796	783	14.74732918
796	2403	6.824349469
797	2058	35.30939007
798	799	21.88231533
799	1250	14.83403821
800	387	2.584580748
801	2067	16.81794801
802	1696	2.542887971
803	2075	40.61705889
804	1506	12.31049776
804	2062	14.35309159
805	1967	3.091469128
806	2018	16.76000597
807	1989	8.366267421
808	2163	5.731546351
809	917	57.50015814
810	717	21.94210147
811	1039	129.4345923
812	1136	7.838491242
813	2179	10.60490699
814	82	35.36143185
815	2513	5.232805079
816	816	7.42680563
816	818	74.78060337
817	132	25.25622625
818	819	37.8391776
819	2205	17.5799098
820	821	18.19440441
821	1722	5.719185261
822	820	34.19919715
823	581	2.618294103
824	142	30.52460437
825	823	60.55624009
826	313	0.045810856
827	1769	5.296149503
828	834	45.14509464
829	360	26.70847462
830	77	30.96478329
831	2157	43.00375385
832	1689	26.69553565
832	1988	71.58587856
833	2164	2.809800045
834	835	62.00648744
835	719	53.25800051
836	287	2.518876506
837	839	28.82533943
838	837	75.77918133
839	1728	33.31954291
840	47	7.908072392
841	1501	20.59391347
842	844	98.04807775
843	1784	76.60538649
844	1790	39.65386813
845	843	56.50158439
846	845	17.5921689
847	1872	18.08362007
848	2217	75.82803832
849	1740	5.136079599
850	1387	8.607330198
851	850	47.75380301
852	1332	10.22702257
853	1402	6.581329922
854	851	12.00640954
855	2126	21.65078439
856	859	53.79655243
857	409	34.89569711
858	1443	45.85632819
859	1737	34.28818749
860	861	9.70523592
861	862	26.36429819
862	1016	31.37307787
863	1167	3.971453583
864	871	43.55549106
865	864	13.88856809
866	873	36.62026337
867	1799	59.09663636
868	865	16.63025215
869	1914	74.63734905
870	1906	104.0615908
871	1911	20.5566819
872	1797	27.47272666
873	870	30.42413633
873	873	20.91256816
873	1001	73.44689274
873	1276	59.81319021
873	1813	55.86229158
874	884	28.45712373
875	2117	264.8699333
876	2122	168.4773512
877	2118	1.581537314
878	71	148.0264003
878	878	39.88448489
878	885	30.25900735
879	2082	265.6908493
880	882	29.70928391
881	1912	16.34347971
882	2338	49.86270716
883	427	4.117314813
884	881	29.7925926
885	878	112.9154315
885	885	41.38152305
885	1466	58.70802315
886	887	37.53154156
887	2278	19.3110451
888	889	34.39458294
889	2285	9.742106653
890	1096	9.187839051
891	890	292.7384064
892	888	13.787674
893	1375	38.31129027
894	1442	18.63455271
895	1663	25.76119444
896	1560	50.20458528
897	1561	2.683480408
898	1399	15.08340029
899	1812	1.981061716
900	1741	12.22933354
901	873	34.09445918
901	1001	125.1109245
902	1998	62.68455339
903	1364	30.54037703
903	1899	63.00358293
904	999	47.63447595
905	1995	92.73690589
906	1900	47.36547917
907	1155	14.92372144
908	2004	84.16883001
909	811	74.55607409
910	1994	0.951606386
911	2076	52.22223401
912	910	29.15722489
913	2190	41.42936818
914	913	66.34251909
915	2159	54.53182961
916	904	37.42953476
917	331	49.37279301
918	918	14.52864592
918	1855	34.47515232
919	405	12.04928228
919	919	151.8810377
919	1322	30.5599261
920	922	39.61921777
921	989	3.99353041
922	406	0.825781568
923	2198	32.0316526
924	1434	6.987108178
925	151	92.00047589
925	1412	39.14085062
926	1435	10.34275815
927	1062	52.36299838
928	214	84.29921789
928	928	25.32840495
928	1880	9.843539506
929	928	120.3614858
930	2039	0.088074486
931	2037	17.23148055
932	931	49.66685769
933	2292	22.90674515
934	935	4.286488064
935	932	32.33274905
936	937	9.591660909
937	1635	21.57761983
938	1634	76.2830167
939	938	27.58590939
940	668	6.413911966
941	942	5.460908704
942	57	70.03216057
943	154	6.485758876
944	1404	37.77651578
945	153	63.78607369
946	212	0.386741176
947	1271	0.898004244
948	1405	15.10761526
949	624	63.46582456
950	2320	5.981868338
951	953	11.44671597
952	1035	36.19662521
953	949	5.387956542
954	952	43.76011198
955	1417	8.207752981
956	957	10.04483573
957	961	1.810395325
958	960	27.01474175
959	1355	1.49406253
960	2502	10.90963532
961	2500	3.615430004
962	655	2.902159864
963	190	4.50290865
964	965	21.24272425
965	2532	0.101422651
966	656	0.777792634
967	1218	0.109401981
968	944	8.10529247
969	1270	3.30529428
970	971	8.806086725
971	664	0.034254109
972	970	0.154358433
973	158	25.18525076
974	1407	5.371095087
975	1279	0.585859046
976	669	19.2519272
977	232	84.12830401
978	977	4.966269524
979	1691	2.024229272
981	979	10.96526212
983	1693	12.17145292
984	951	10.87440435
985	984	1.426336405
986	990	30.41969357
987	2220	0.186944705
988	1217	1.61910625
989	152	50.16109549
990	1690	2.801116544
991	986	4.91123708
992	2167	6.967330311
993	244	2.26822174
994	91	19.62215733
995	620	17.77179587
996	915	88.77859902
997	996	8.133222002
998	1891	19.51346912
999	1890	6.728856049
1000	908	27.14163977
1001	868	48.78359129
1002	847	39.06355384
1003	284	0.344601928
1004	1915	5.611541523
1005	1008	3.002059508
1006	1563	62.84725649
1007	1005	11.94323247
1008	857	1.291869562
1009	727	1.433795975
1010	1905	71.59794919
1011	1662	87.13338665
1012	1820	82.04836994
1013	229	22.93748836
1014	1345	36.05000343
1015	958	10.02736864
1016	1016	12.33680742
1016	2173	2.619791959
1017	248	14.73743436
1018	1643	103.3664387
1019	363	26.19678156
1020	253	3.230204837
1021	1626	11.31423682
1022	1771	152.9733351
1023	339	43.77193939
1024	402	3.4450599
1025	1761	5.299791674
1026	2312	847.6057589
1027	1444	23.37527192
1027	1864	21.48910345
1028	2550	186.2643858
1029	2279	8.610198498
1030	185	14.14071955
1031	1030	85.57688067
1031	1031	52.53665659
1031	1361	1078.383734
1032	2150	3.401363205
1033	245	1.87031885
1035	653	4.462370874
1036	2354	61.83142191
1037	1037	41.39569221
1037	1664	101.3415139
1037	1665	298.682459
1038	1661	7.898500203
1039	1039	33.86910779
1039	1981	11.59242851
1040	766	205.6974471
1040	1040	33.57483437
1040	1640	666.7601412
1041	2417	11.12415584
1042	2048	7.867594245
1043	123	18.75417214
1044	2061	8.222488894
1045	1613	6.626972167
1046	437	1.595643394
1047	1047	13.11091241
1047	1836	36.56645441
1047	2186	41.37135612
1050	442	72.2426948
1051	1381	5.180766571
1052	1907	26.66517616
1053	221	253.8340711
1054	542	14.45165381
1055	1055	162.4916577
1055	2189	802.968595
1056	507	1304.858526
1056	528	390.1843442
1056	1056	347.6357294
1058	1097	8.271478956
1059	329	608.4994023
1060	3	40.10360561
1060	1327	8.841304432
1062	926	18.18740526
1063	1043	34.12185984
1064	1962	10.89918644
1066	1603	0.120443442
1067	741	3.472541346
1068	1951	3.280274652
1069	1072	1.828023782
1070	1604	2.196569648
1071	2020	2.311692371
1072	1527	8.408175101
1073	766	17.65309804
1073	1040	231.9869738
1073	1370	44.84505432
1073	1639	1141.804838
1074	743	10.8208512
1075	2373	9.330792158
1076	1957	23.98683575
1077	39	40.13456511
1078	2169	32.79237337
1078	2399	13.1339024
1078	2416	27.25828612
1079	740	24.41891176
1080	710	23.52776439
1081	311	22.95964202
1082	1715	45.56060946
1083	759	20.45930614
1084	1150	2.294366366
1085	672	3.110109256
1086	1472	1.450105006
1087	1950	19.98206908
1088	2077	145.1453185
1089	197	23.40916464
1090	126	24.31398469
1091	738	31.15531068
1093	674	1.536920697
1095	1346	2.563851788
1096	1617	59.48471235
1097	2264	5.697073593
1098	718	4.718548107
1099	2026	18.9168444
1100	2154	27.93404166
1101	2522	244.1573709
1102	1113	15.68858809
1103	1106	31.53623683
1104	521	39.73370585
1105	478	1.756955677
1106	1201	18.32792342
1107	1102	22.4360505
1108	223	15.31539189
1110	1116	4.202706948
1111	1114	39.7882359
1112	1111	15.64381473
1113	222	28.62577866
1114	477	51.47366815
1115	1117	250.6880725
